Dino Number,Image,Classification,Level,Breeding Charges,Trait Count,Background,Body,Face,Headwear,Eyes,Clothes,Accessory
1505,https://img.dapperdinos.com/dinos/7lU19YXFlzCSmd5.png,OG,5,5,7,Crisp Green,Charcoal,Happy,Cap Grey,Allergies,Varsity Jacket,3D Glasses
1506,https://img.dapperdinos.com/dinos/T8cWYTCAAOZXgqm.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Dino Helmet,Happy,Flannel,<none>
1507,https://img.dapperdinos.com/karmacollective/K20.png,Karma,5,6,6,Rich Tu Yellow,Blue Spotted,Two Tooth,Chefs Hat,Hearts,<none>,<none>
1508,https://img.dapperdinos.com/dinos/xkcfPggfbKwoEBp.png,OG,5,5,6,Crisp Green,Blue,Grin,Bucket Hat,Bliss,Tshirt Trex White,<none>
1509,https://img.dapperdinos.com/dinos/3By2Ov8aHim3HNh.png,OG,5,5,4,Dapper Cyan,Grey Spotted,Happy,<none>,Happy,<none>,<none>
1510,https://img.dapperdinos.com/dinos/HHa1QOpMp26Nhmm.png,OG,5,5,4,Fly Magenta,Lava,Lava Split,<none>,<none>,Polo Pink,<none>
1511,https://img.dapperdinos.com/dinos/1eNXJAj3EUGdjmz.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Karate,Happy Lashes,Tiedye,<none>
1512,https://img.dapperdinos.com/dinos/Hqt4fEFiA2FZ2Uy.png,OG,5,5,7,Crisp Green,Yellow,Happy,Bowler Green,Mask Hypno,Tshirt Camo,3D Glasses
1513,https://img.dapperdinos.com/dinos/TZq4SeEAnRk8oi5.png,OG,5,5,7,Nifty Yellow,Yellow,Derpy,Grey Hair Sweep,Happy Lashes,Flannel,Nosehorn
1514,https://img.dapperdinos.com/dinos/uHdDsuoAXrTalfp.png,OG,5,5,5,Elegant Red,Grey Spotted,Derpy,British,Mask Happy,<none>,<none>
1515,https://img.dapperdinos.com/dinos/wS1EIZBFok1XtMZ.png,OG,5,5,6,Spiffy Blue,Teal,Happy,Donut Bonehead,Mask Hearts,Spiked Jacket,<none>
1516,https://img.dapperdinos.com/dinos/gKpsvKW9uYn7so1.png,OG,5,5,6,Dapper Cyan,Grey,Happy,Cap Camo,Mask Happy,Tracksuit Spotted,<none>
1517,https://img.dapperdinos.com/dinos/EpUdUOeIoC10Y6k.png,OG,5,5,7,Nifty Yellow,Grey,Happy,Grey Beanie,Happy Lashes,Cyberpunk Jacket Tshirt,3D Glasses
1518,https://img.dapperdinos.com/dinos/0P1sl44vYJOneIA.png,OG,5,5,7,Snazzy Orange,Green,Grin,Brain,Mask Hypno,Tiedye,Chain
1519,https://img.dapperdinos.com/dinos/7nLWupu125POf9C.png,OG,5,5,5,Dapper Cyan,Blue,Tongue,Cap Red Backwards,Happy Lashes,<none>,<none>
1520,https://img.dapperdinos.com/dinos/ufGmcYyz2i8wcY5.png,OG,5,5,6,Dapper Cyan,Blue Spotted,Happy,Dino Helmet Bonehead,Happy,Tshirt Camo,<none>
1521,https://img.dapperdinos.com/dinos/O20aR9P6JoO9V3b.png,OG,5,5,7,Nifty Yellow,Teal,Derpy,Horns,Cyclops,Crew Neck Purple,Pearls
1522,https://img.dapperdinos.com/dinos/Rao20JFUancg2S1.png,OG,5,5,7,Crisp Green,Blue,Happy,Fedora,Mask Happy,Polo Pink,Nosehorn Gold
1523,https://img.dapperdinos.com/dinos/ALspyZiH0lGIh2W.png,OG,5,5,7,Crisp Green,Green,Happy,Grey Beanie,Hearts,Suit Dapper Grey,Nosehorn
1524,https://img.dapperdinos.com/dinos/5k3H2Ru2OP6TmHR.png,OG,5,5,7,Nifty Yellow,Yellow Spotted,Unimpressed,Short Hair Blonde,Hearts,Tracksuit Spotted,Wheat
1525,https://img.dapperdinos.com/dinos/PpwqQJ8jOeGGSWx.png,OG,5,5,7,Elegant Red,Green,Two Tooth,Donut Horns,Happy,Tshirt Trex Grey,Monocle
1526,https://img.dapperdinos.com/dinos/tkPfmZEW6hk1kuD.png,OG,5,5,6,Dapper Cyan,Charcoal Spotted,Happy,Digger Hat,Bliss Lashes,Labcoat,<none>
1527,https://img.dapperdinos.com/dinos/6JAYAAODWba3mN1.png,OG,5,5,6,Crisp Green,Teal Spotted,Happy,Pirate Hat,Mask Hypno,Pirate,<none>
1528,https://img.dapperdinos.com/dinos/BdnfStAYZWF8rbN.png,OG,5,5,6,Spiffy Blue,Yellow,Derpy,Wizard Hat,Mask Dead,Suit Grey,<none>
1529,https://img.dapperdinos.com/dinos/1sIFd6GIWrgrNuX.png,OG,5,5,6,Dapper Cyan,Blue,Tongue,Chefs Hat,Happy Lashes,Hoodie Grey,<none>
1530,https://img.dapperdinos.com/dinos/w5Os7EKlSotUvfg.png,OG,5,5,6,Spiffy Blue,Green Spotted,Tongue,Wizard Hat,Bliss Lashes,Suspenders,<none>
1531,https://img.dapperdinos.com/dinos/zShN7vaAqPkUTjo.png,OG,5,5,6,Nifty Yellow,Green,Derpy,Sombrero,Hypno,<none>,Sunglasses White
1532,https://img.dapperdinos.com/dinos/CTKtnNA488E0qqV.png,OG,5,5,6,Spiffy Blue,Green,Toothy Smile,High Top Fade Stars,Cyclops,Polo Tiger,<none>
1533,https://img.dapperdinos.com/dinos/UkwZJZTM7ccWuJX.png,OG,5,5,4,Fly Magenta,Bubblegum,Bubblegum Split,<none>,<none>,Tshirt Stripe,<none>
1534,https://img.dapperdinos.com/dinos/J0e2rabI6WPiPsy.png,OG,5,5,7,Crisp Green,Blue,Tongue,Bucket Hat,Happy,Polo Tiger,Sunglasses White
1535,https://img.dapperdinos.com/dinos/IYlQRQBvY8NBOOY.png,OG,5,5,6,Crisp Green,Green Spotted,Grin,Bowler Black,Hypno,Toga,<none>
1536,https://img.dapperdinos.com/dinos/W4bhFjPpvGGw1iZ.png,OG,5,5,6,Spiffy Blue,Yellow,Two Tooth,Chefs Hat,Bliss,Pepe Jacket,<none>
1537,https://img.dapperdinos.com/dinos/XCKLTVDoJdyrrWL.png,OG,5,5,6,Spiffy Blue,Green,Grin,British,Cyclops Lashes,Ascot,<none>
1538,https://img.dapperdinos.com/dinos/uNYKNKzMt0c0R70.png,OG,5,5,7,Snazzy Orange,Green,Two Tooth,Wizard Hat,Hypno,Polo Tiger,Nosehorn
1539,https://img.dapperdinos.com/dinos/6ArlRBhHGxLvFcd.png,OG,5,5,5,Spiffy Blue,Teal Spotted,Two Tooth,<none>,Happy,Tshirt Stripe,<none>
1540,https://img.dapperdinos.com/dinos/J7ZQ3v2LAYCQ4Ul.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Fro,Chill Lashes,Pepe Jacket,<none>
1541,https://img.dapperdinos.com/dinos/jT9Fj3QYM0o0feW.png,OG,5,5,7,Spiffy Blue,Green,Happy,Chefs Hat Bonehead,Happy Lashes,Tracksuit Spotted,Monocle
1542,https://img.dapperdinos.com/dinos/9vDSCY1miARg59A.png,OG,5,5,6,Nifty Yellow,Yellow,Tongue,Cap Neon,Hypno,<none>,Eyepatch
1543,https://img.dapperdinos.com/dinos/muaIpLKYM1bGJeY.png,OG,5,5,6,Dapper Cyan,Grey,Happy,Karate,Cyclops,Flannel,<none>
1544,https://img.dapperdinos.com/dinos/MlrfbiG6fxzlWHH.png,OG,5,5,7,Crisp Green,Blue,Tongue,Wizard Hat,Happy Lashes,Scarf,Nosehorn
1545,https://img.dapperdinos.com/dinos/C7SSu5I83IxXEMk.png,OG,5,5,6,Spiffy Blue,Yellow,Happy,Grey Beanie,Cyclops,<none>,Nosehorn
1546,https://img.dapperdinos.com/dinos/LWYcRkl0FGYiTng.png,OG,5,5,7,Fly Magenta,Blue,Unimpressed,Stars,Chill,Cyberpunk Jacket Tshirt,Monocle
1547,https://img.dapperdinos.com/dinos/xDRqHbLVI0IyrM2.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Cap Red Backwards,Hearts,Suit Grey,<none>
1548,https://img.dapperdinos.com/dinos/MGqMPIuTnzUTUts.png,OG,5,5,7,Crisp Green,Grey,Unimpressed,Horns Broken,Cyclops,Spiked Jacket,Pipe
1549,https://img.dapperdinos.com/dinos/1OebB0nRpytLYQf.png,OG,5,5,7,Crisp Green,Charcoal Spotted,Tongue,British,Happy,Turtleneck,Chain
1550,https://img.dapperdinos.com/dinos/CMNXLe3jF9SCF8b.png,OG,5,5,7,Spiffy Blue,Charcoal,Happy,Digger Hat,Happy,Suit Dapper Grey,Sunglasses White
1551,https://img.dapperdinos.com/dinos/lVZ8L2CJgBJ0aN9.png,OG,5,5,6,Crisp Green,Green,Toothy Smile,Captain,Mask Hearts,Tracksuit Spotted,<none>
1552,https://img.dapperdinos.com/dinos/xIKS347vEU2qtfZ.png,OG,5,5,6,Dapper Cyan,Blue,Tongue,Bowler Black,Happy Lashes,Tshirt Stripe,<none>
1553,https://img.dapperdinos.com/dinos/2fiXI7ZfPSstIJ4.png,OG,5,5,7,Fly Magenta,Charcoal Spotted,Toothy Smile,Long Hair Brown,Allergies,Hoodie Grey,Nosehorn
1554,https://img.dapperdinos.com/dinos/XorpDmsdwUaEYgk.png,OG,5,5,7,Nifty Yellow,Yellow,Happy,Cap Neon,Hearts,Crew Neck Pink,Sunglasses White
1555,https://img.dapperdinos.com/dinos/zOCJV7EzD4py8pj.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Rosies Red Bandana,Mask Chill,Suit Grey,<none>
1556,https://img.dapperdinos.com/karmacollective/K193.png,Karma,5,6,7,Bakeroner Yellow 2,Blue,Happy,Donut,Mask Hypno,Labcoat,<none>
1557,https://img.dapperdinos.com/dinos/jM2bsbdVPmkOKku.png,OG,5,5,6,Dapper Cyan,Blue,Happy,High Top Fade Halo,Bliss Lashes,Suit Grey,<none>
1558,https://img.dapperdinos.com/dinos/GoqybsLCJ2fRTyW.png,OG,5,5,7,Fly Magenta,Teal Spotted,Two Tooth,King,Happy Lashes,Toga,Nosehorn Gold
1559,https://img.dapperdinos.com/dinos/lzaS9AuXfabKE7P.png,OG,5,5,6,Crisp Green,Blue Spotted,Tongue,Dino Grabber,Chill,Qipao,<none>
1560,https://img.dapperdinos.com/dinos/2fY1mNhyrFT5FDF.png,OG,5,5,7,Spiffy Blue,Yellow,Happy,Horns,Chill,Labcoat,Monocle
1561,https://img.dapperdinos.com/dinos/TbRPgjkdBXjIO2T.png,OG,5,5,6,Dapper Cyan,Grey,Tongue,Rosies Red Bandana,Happy Lashes,Cowboy Vest,<none>
1562,https://img.dapperdinos.com/dinos/gvaViW2iBaN5MwC.png,OG,5,5,7,Elegant Red,Charcoal Spotted,Happy,Cap Grey,Mask Happy,Tshirt Trex White,Nosehorn Gold
1563,https://img.dapperdinos.com/dinos/ESYXTZVV5OalQbr.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Cap Red Backwards,Chill,Suit Dapper Blue,<none>
1564,https://img.dapperdinos.com/dinos/KcPRjZVZwSJjqyn.png,OG,5,5,7,Elegant Red,Yellow Spotted,Derpy,Long Hair Brown,Happy Lashes,Cowboy Vest,Nosehorn Gold
1565,https://img.dapperdinos.com/dinos/40Po22d1CPG620P.png,OG,5,5,7,Spiffy Blue,Green,Happy,Sombrero,Chill,Suit Dapper Blue,Sunglasses
1566,https://img.dapperdinos.com/dinos/VpWyaPrT8aX1gQi.png,OG,5,5,6,Crisp Green,Teal,Happy,Spikes Diamond,Chill,Varsity Jacket,<none>
1567,https://img.dapperdinos.com/dinos/hndx8Vh5i1C4dvQ.png,OG,5,5,6,Dapper Cyan,Green,Happy,Sombrero,Happy,Crew Neck Pink,<none>
1568,https://img.dapperdinos.com/dinos/ewFByb5rLh5Mxst.png,OG,5,5,6,Spiffy Blue,Green Spotted,Happy,Pirate Hat,Laser,Pirate,<none>
1569,https://img.dapperdinos.com/dinos/BEwycxICCwGWc3c.png,OG,5,5,6,Dapper Cyan,Teal,Happy,Cap Grey,Bliss Lashes,Pepe Jacket Tshirt,<none>
1570,https://img.dapperdinos.com/dinos/3xo3ymHHTubwoyo.png,OG,5,5,7,Elegant Red,Yellow Spotted,Toothy Smile,Cowboy Hat,Hollow,Pepe Jacket,Sunglasses White
1571,https://img.dapperdinos.com/dinos/GdZjt7eAVWa2sIq.png,OG,5,5,7,Dashing Purple,Charcoal,Toothy Smile Beard,Spikes Gold,Bliss,Tshirt Stripe,Nosehorn
1572,https://img.dapperdinos.com/dinos/sVUxi3FA0ujUAlK.png,OG,5,5,7,Fly Magenta,Bubblegum,Happy,Cap Camo,Hypno,Suspenders,Sunglasses White
1573,https://img.dapperdinos.com/dinos/c4oRF53RTtnfetz.png,OG,5,5,6,Crisp Green,Grey,Unimpressed,Wizard Hat,Chill Lashes,Polo Tiger,<none>
1574,https://img.dapperdinos.com/dinos/dvrnuQZf1k0U04f.png,OG,5,5,6,Spiffy Blue,Green Spotted,Happy,High Top Fade Halo,Laser,Tshirt Camo,<none>
1575,https://img.dapperdinos.com/dinos/3FBl0OaJEevv6bk.png,OG,5,5,6,Dapper Cyan,Green,Happy,Long Hair Blonde,Happy Lashes,Rosies Denim,<none>
1576,https://img.dapperdinos.com/dinos/QIb89fLrNv821gU.png,OG,5,5,6,Spiffy Blue,Blue Spotted,Happy,Crown,Mask Hypno,Tshirt Camo,<none>
1577,https://img.dapperdinos.com/dinos/uqdo7AIqGlL3F1m.png,OG,5,5,7,Elegant Red,Blue,Tongue,High Top Fade Halo,Hollow,Ascot,Nosehorn Gold
1578,https://img.dapperdinos.com/dinos/OMG1OhlaAFJIFXP.png,OG,5,5,6,Spiffy Blue,Blue,Tongue,King,VR Glasses,Suit Dapper Grey,<none>
1579,https://img.dapperdinos.com/dinos/aZ3jLfZFEzzvCcx.png,OG,5,5,7,Nifty Yellow,Charcoal,Happy,High Top Fade Stars,Mask Happy,Qipao,Sunglasses White
1580,https://img.dapperdinos.com/dinos/pRZ7Oc4efFJ0TSg.png,OG,5,5,6,Dapper Cyan,Blue,Tongue,Fedora,Cyclops Lashes,Chef,<none>
1581,https://img.dapperdinos.com/dinos/s3IwedNlEDqjJOw.png,OG,5,5,6,Crisp Green,Grey Spotted,Tongue,Bowler Black Emblem,Mask Chill,Rosies Denim,<none>
1582,https://img.dapperdinos.com/dinos/Qdw744FnOt8EWvg.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Grey Beanie,Hypno,Spiked Jacket,<none>
1583,https://img.dapperdinos.com/dinos/anGH25KipcoPnEw.png,OG,5,5,6,Nifty Yellow,Blue,Grin,<none>,Hearts,Polo Tiger,Nosehorn
1584,https://img.dapperdinos.com/dinos/DtseaV2XqNOPI6m.png,OG,5,5,6,Crisp Green,Green,Two Tooth,<none>,Happy Lashes,Hoodie Yellow,3D Glasses
1585,https://img.dapperdinos.com/dinos/RuoWYLNRmw5kF8C.png,OG,5,5,5,Spiffy Blue,Green,Happy,Egghead,Chill Lashes,<none>,<none>
1586,https://img.dapperdinos.com/dinos/Bz8Owz1FpBBpzdO.png,OG,5,5,7,Crisp Green,Blue,Unimpressed,Digger Hat Bonehead,Hypno,Pepe Jacket Tshirt,Pipe
1587,https://img.dapperdinos.com/dinos/JxXyRMfSmFr8ko1.png,OG,5,5,7,Snazzy Orange,Yellow,Two Tooth,Horns,Mask Happy,Suit Navy,Nosehorn Gold
1588,https://img.dapperdinos.com/dinos/dX8fzqi3kCWmBhc.png,OG,5,5,5,Dapper Cyan,Yellow,Happy,Dino Helmet Bonehead,Cyclops Lashes,<none>,<none>
1589,https://img.dapperdinos.com/dinos/oUaLTAcntOAZq2W.png,OG,5,5,4,Snazzy Orange,Lava,Lava Split,<none>,<none>,Tshirt Stripe,<none>
1590,https://img.dapperdinos.com/dinos/Xkeqc5Y7uUDGNm4.png,OG,5,5,7,Crisp Green,Blue,Unimpressed,Captain,Allergies,Suit Navy,Wheat
1591,https://img.dapperdinos.com/dinos/MHRMIGN0dWsmYFk.png,OG,5,5,7,Snazzy Orange,Blue,Grin,Long Hair Red,Happy Lashes,Suit Dapper Blue,Nosehorn Gold
1592,https://img.dapperdinos.com/dinos/IhsXX0gAt5yQRKA.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Pirate Hat,Chill Lashes,Cowboy Vest,<none>
1593,https://img.dapperdinos.com/dinos/aTf9rfnax6noB6O.png,OG,5,5,6,Spiffy Blue,Green,Unimpressed,Karate,Chill Lashes,<none>,Wheat
1594,https://img.dapperdinos.com/dinos/gZQFlZeETccAgue.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Donut Bonehead,Chill Lashes,Spiked Jacket,<none>
1595,https://img.dapperdinos.com/dinos/drVIK5WBhkB4L37.png,OG,5,5,6,Dapper Cyan,Teal,Happy,Cap Neon,Happy,Hoodie Grey,<none>
1596,https://img.dapperdinos.com/dinos/m3hxYcLBed6HlRE.png,OG,5,5,6,Dapper Cyan,Grey Spotted,Happy,Tophat,Chill Lashes,Labcoat,<none>
1597,https://img.dapperdinos.com/dinos/q8Mg4wazix0wZdc.png,OG,5,5,6,Dapper Cyan,Yellow,Grin,Digger Hat Bonehead,Happy Lashes,Toga,<none>
1598,https://img.dapperdinos.com/dinos/f4EipRTSaKwcSIE.png,OG,5,5,6,Spiffy Blue,Green Spotted,Happy,Donut Horns,Popped Hearts,Tracksuit Spotted,<none>
1599,https://img.dapperdinos.com/dinos/JYWemisWiScVgaW.png,OG,5,5,6,Dapper Cyan,Yellow Spotted,Happy,Brain,Happy,Tshirt Black,<none>
1600,https://img.dapperdinos.com/dinos/XCGGDZHbuxDqWXs.png,OG,5,5,7,Nifty Yellow,Bubblegum,Happy,Chefs Hat Bonehead,Happy,Crew Neck Pink,Pearls
1601,https://img.dapperdinos.com/dinos/nCEES1C6OCgLuaO.png,OG,5,5,7,Snazzy Orange,Yellow Spotted,Derpy,Cycling Cap Bonehead,Chill,Scarf,Monocle
1602,https://img.dapperdinos.com/dinos/oUwgSlUbryO83OC.png,OG,5,5,6,Fly Magenta,Grey,Happy Beard,British,Chill,Pepe Jacket,<none>
1603,https://img.dapperdinos.com/dinos/9aVR3SHTuoEVWBo.png,OG,5,5,7,Elegant Red,Charcoal,Tongue,Jiangshi,Mask Happy,Turtleneck,Nosehorn Gold
1604,https://img.dapperdinos.com/dinos/ziVt8UeYRLbksMs.png,OG,5,5,7,Crisp Green,Grey,Tongue,Tophat,Chill,Suit Grey,Nosehorn Gold
1605,https://img.dapperdinos.com/dinos/NmLekruK15V1jSi.png,OG,5,5,6,Spiffy Blue,Green,Happy,Grey Hair Sweep,Hypno,Astronaut,<none>
1606,https://img.dapperdinos.com/dinos/XAZioolbPktsNrW.png,OG,5,5,6,Dapper Cyan,Green,Happy,Tophat,Chill,Cowboy Vest,<none>
1607,https://img.dapperdinos.com/dinos/LbqRDxgeEzih16A.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Cap Grey,Cyclops,Suit Grey,<none>
1608,https://img.dapperdinos.com/dinos/x4XVe4sT4v3j2sV.png,OG,5,5,7,Crisp Green,Blue,Unimpressed,Crown,Hypno,Suit Grey,Pipe
1609,https://img.dapperdinos.com/dinos/ddTA8fruKLfSfy4.png,OG,5,5,6,Spiffy Blue,Charcoal,Two Tooth,Bucket Hat,Bliss Lashes,Pepe Jacket,<none>
1610,https://img.dapperdinos.com/dinos/u6VYwEjbXIAdsi4.png,OG,5,5,7,Nifty Yellow,Blue Spotted,Unimpressed,Donut,Chill Lashes,Tshirt Camo,Wheat
1611,https://img.dapperdinos.com/dinos/Kkk6OXX6BijxQwT.png,OG,5,5,6,Crisp Green,Yellow Spotted,Happy,Cap Neon,Bliss Lashes,<none>,Chain
1612,https://img.dapperdinos.com/dinos/ExMcmyuiRb5moKu.png,OG,5,5,6,Dapper Cyan,Yellow Spotted,Happy,Chefs Hat,Cyclops Lashes,Tshirt Black,<none>
1613,https://img.dapperdinos.com/dinos/sK2y4hOYPqDp8QB.png,OG,5,5,6,Nifty Yellow,Grey,Two Tooth,Crown,Chill,Qipao,<none>
1614,https://img.dapperdinos.com/dinos/0O7bPDDhdbwvjvR.png,OG,5,5,7,Crisp Green,Charcoal,Tongue,Cap Camo,Happy Lashes,Tshirt Black,3D Glasses
1615,https://img.dapperdinos.com/dinos/BBCMfNc2yQ08X5z.png,OG,5,5,6,Spiffy Blue,Teal Spotted,Happy,Tophat Bonehead,Mask Happy,Pepe Jacket,<none>
1616,https://img.dapperdinos.com/dinos/oDADOyAqnfidurs.png,OG,5,5,7,Crisp Green,Green,Unimpressed,Captain,Bliss Lashes,Basketball Jersey,Wheat
1617,https://img.dapperdinos.com/dinos/swmxBHIrvDY1Pcv.png,OG,5,5,7,Snazzy Orange,Green,Grin,Bowler Green,Mask Hypno,Varsity Jacket,3D Glasses
1618,https://img.dapperdinos.com/dinos/4FACbm7t9Vrpbwa.png,OG,5,5,6,Dapper Cyan,Green,Tongue,Pirate Hat,Chill,Tiedye,<none>
1619,https://img.dapperdinos.com/dinos/0EK3O1WwjetyFgn.png,OG,5,5,7,Crisp Green,Yellow,Two Tooth,Tophat,Happy Lashes,Polo Teal,Sunglasses
1620,https://img.dapperdinos.com/dinos/T21PSNOOMB7LJHq.png,OG,5,5,7,Snazzy Orange,Teal,Happy,Jiangshi,Mask Happy,Qipao,Pearls
1621,https://img.dapperdinos.com/dinos/5ZCZt7Cuae8RjxB.png,OG,5,5,7,Crisp Green,Green,Unimpressed,Chefs Hat,Mask Happy,Ascot,Pipe
1622,https://img.dapperdinos.com/dinos/FxpIrSL1RtLZpd2.png,OG,5,5,6,Spiffy Blue,Yellow Spotted,Happy,<none>,Chill Lashes,Polo Pink,Sunglasses
1623,https://img.dapperdinos.com/dinos/WtSQJWHNrqYma3X.png,OG,5,5,7,Nifty Yellow,Grey,Happy,Grey Beanie,Mask Dead,Robe,Sunglasses White
1624,https://img.dapperdinos.com/dinos/QLYERpdmENhnre5.png,OG,5,5,6,Snazzy Orange,Teal,Happy Beard,Cap Neon,Happy,Tshirt Camo,<none>
1625,https://img.dapperdinos.com/dinos/AZ3C7TOBchJ2KHN.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Sombrero,Allergies,Suit Dapper Grey,<none>
1626,https://img.dapperdinos.com/dinos/0XPCCHzSZdPQUeY.png,OG,5,5,5,Dapper Cyan,Grey,Happy,<none>,Popped Dots,Tshirt Black,<none>
1627,https://img.dapperdinos.com/dinos/ChB5Yl9Y90Tw9vg.png,OG,5,5,6,Spiffy Blue,Teal,Tongue,Cycling Cap,Hearts,Labcoat,<none>
1628,https://img.dapperdinos.com/dinos/hYrVEIBA3CVCGhw.png,OG,5,5,6,Spiffy Blue,Green,Grin,Short Hair Brown,Bliss,Tshirt Camo,<none>
1629,https://img.dapperdinos.com/dinos/hu2FFuqPx7dMWdQ.png,OG,5,5,6,Spiffy Blue,Charcoal Spotted,Derpy,Cap Camo,Happy Lashes,Scarf,<none>
1630,https://img.dapperdinos.com/dinos/kAU7vxOyKBtiyqX.png,OG,5,5,6,Snazzy Orange,Blue Spotted,Two Tooth,Cycling Cap,Blush,Astronaut,<none>
1631,https://img.dapperdinos.com/dinos/Gmh4Fic2ompAmkp.png,OG,5,5,6,Spiffy Blue,Green,Toothy Smile,Bowler Black Emblem,Blush,Basketball Jersey,<none>
1632,https://img.dapperdinos.com/dinos/kW686CRP7O4QNR5.png,OG,5,5,6,Elegant Red,Grey,Unimpressed,Donut,Laser,Suit Dapper Blue,<none>
1633,https://img.dapperdinos.com/dinos/CZzYTW4Z9edi1zx.png,OG,5,5,6,Spiffy Blue,Yellow Spotted,Toothy Smile,High Top Fade,Chill Lashes,Labcoat,<none>
1634,https://img.dapperdinos.com/dinos/ZDOsboPcp5TLC4C.png,OG,5,5,7,Spiffy Blue,Yellow Spotted,Happy,Short Hair Brown,Happy Lashes,Suit Grey,Monocle
1635,https://img.dapperdinos.com/dinos/EdHrOvbwiF6D4gz.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,High Top Fade Halo,Popped Hearts,Flannel,<none>
1636,https://img.dapperdinos.com/dinos/Lfd3mHgK8jhBeOz.png,OG,5,5,7,Elegant Red,Charcoal,Toothy Smile,Pirate Hat,Happy,Chef,Eyepatch
1637,https://img.dapperdinos.com/dinos/wkozRX4GdxPVtfg.png,OG,5,5,7,Elegant Red,Blue,Toothy Smile Beard,Stars,Happy,Hoodie Yellow,Sunglasses
1638,https://img.dapperdinos.com/dinos/Q6StFtJ3bxYBVqv.png,OG,5,5,6,Crisp Green,Teal,Two Tooth,Halo,Happy Lashes,Varsity Jacket,<none>
1639,https://img.dapperdinos.com/dinos/EsFnHqa4GkUNZeT.png,OG,5,5,6,Nifty Yellow,Yellow,Toothy Smile,Horns Broken,Hypno,<none>,3D Glasses
1640,https://img.dapperdinos.com/dinos/HH8PAUmCihJ2n4T.png,OG,5,5,7,Nifty Yellow,Yellow,Happy,Halo,Mask Hypno,Toga,Nosehorn
1641,https://img.dapperdinos.com/dinos/aPqLvatwKrBHTja.png,OG,5,5,5,Dapper Cyan,Grey Spotted,Happy,Cap Grey,Cyclops,<none>,<none>
1642,https://img.dapperdinos.com/dinos/CJ3hYN6gwXnT0Zj.png,OG,5,5,7,Snazzy Orange,Yellow,Grin,Donut Horns,Happy Lashes,Crew Neck Purple,Sunglasses White
1643,https://img.dapperdinos.com/dinos/7MqfvgxzoZViZVu.png,OG,5,5,6,Elegant Red,Blue Spotted,Toothy Smile Beard,Soldier,Mask Chill,Cowboy Vest,<none>
1644,https://img.dapperdinos.com/dinos/lViH1acGxWa06qN.png,OG,5,5,6,Crisp Green,Grey Spotted,Toothy Smile,Egghead,Happy,Spiked Jacket,<none>
1645,https://img.dapperdinos.com/dinos/Beeq8V2doWmPN8b.png,OG,5,5,7,Snazzy Orange,Green,Toothy Smile,Tophat,Hollow,Tshirt Stripe,Chain
1646,https://img.dapperdinos.com/dinos/ga06KhuAjuOGDZk.png,OG,5,5,6,Crisp Green,Charcoal,Grin,Digger Hat,Mask Hypno,Robe,<none>
1647,https://img.dapperdinos.com/dinos/bFHFHx0iUrmC6jp.png,OG,5,5,6,Spiffy Blue,Green,Unimpressed,<none>,Bliss,Tiedye,Pipe
1648,https://img.dapperdinos.com/dinos/5bBEqBQGyNGegJY.png,OG,5,5,6,Elegant Red,Bubblegum,Happy,Cap Red Backwards,VR Glasses,Cowboy Vest,<none>
1649,https://img.dapperdinos.com/dinos/8nn9h2wwmGeF4Mh.png,OG,5,5,7,Nifty Yellow,Charcoal,Unimpressed,High Top Fade Halo,Mask Happy,Varsity Jacket,Wheat
1650,https://img.dapperdinos.com/dinos/cXRgADzJ0pAljcV.png,OG,5,5,6,Dapper Cyan,Yellow,Toothy Smile,Soldier,Happy Lashes,Pepe Jacket Tshirt,<none>
1651,https://img.dapperdinos.com/dinos/MHKSAjihGvuzldI.png,OG,5,5,7,Snazzy Orange,Yellow Spotted,Two Tooth,Cap Red Backwards,Happy,Labcoat,Monocle
1652,https://img.dapperdinos.com/dinos/6T8ey3T1mEnHPgL.png,OG,5,5,6,Spiffy Blue,Blue,Grin,Tophat,Popped Dots,Pepe Jacket,<none>
1653,https://img.dapperdinos.com/dinos/z7p2XzYbke2C5jD.png,OG,5,5,6,Dapper Cyan,Yellow Spotted,Happy,Sombrero,Happy Lashes,Suit Dapper Blue,<none>
1654,https://img.dapperdinos.com/dinos/OviHA3nEPsAwYZD.png,OG,5,5,5,Dapper Cyan,Charcoal,Happy,Sombrero,Mask Hypno,<none>,<none>
1655,https://img.dapperdinos.com/dinos/nIEgkjpKszy9X9O.png,OG,5,5,7,Elegant Red,Green,Grin,Bonehead,Allergies,Labcoat,3D Glasses
1656,https://img.dapperdinos.com/dinos/YyKqYHxdDqMW20P.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Wizard Hat,Chill Lashes,Basketball Jersey,<none>
