Dino Number,Shield,Strength,Health,Attack,Speed,Brain
3087,65,54,52,55,52,46
3088,60,57,51,57,51,57
3089,52,57,52,60,47,39
3090,62,45,48,56,45,49
3091,52,56,55,57,48,52
3092,53,55,51,67,61,51
3093,59,67,56,64,50,46
3094,48,57,51,59,47,64
3095,52,61,53,52,67,58
3096,76,52,69,63,60,60
3097,54,63,67,58,55,59
3098,58,60,48,49,51,49
3099,69,48,56,61,51,57
3100,53,59,57,67,64,45
3101,54,49,46,60,72,42
3102,55,74,54,60,47,43
3103,64,47,46,62,55,39
3104,49,59,46,61,49,52
3105,58,68,57,47,48,46
3106,52,61,48,59,43,55
3107,65,48,69,55,62,57
3108,54,57,46,56,53,45
3109,62,51,58,62,59,73
3110,53,59,55,63,63,55
3111,67,57,68,55,46,57
3112,55,62,57,63,48,53
3113,56,54,49,57,57,43
3114,56,58,49,55,59,44
3115,56,52,50,62,52,56
3116,51,60,50,69,61,59
3117,58,48,46,56,49,62
3118,56,58,71,61,52,77
3119,53,59,52,58,50,41
3120,47,42,52,62,51,55
3121,54,57,81,73,62,73
3122,58,54,51,55,49,44
3123,62,61,52,58,62,47
3124,60,53,52,67,69,50
3125,52,79,70,56,46,70
3126,51,53,44,61,56,43
3127,59,65,52,51,61,56
3128,54,72,67,60,66,69
3129,50,45,53,54,60,68
3130,49,46,52,53,49,82
3131,46,45,56,56,53,47
3132,57,63,48,61,53,60
3133,69,56,67,64,54,53
3134,61,61,60,63,59,45
3135,72,49,60,62,49,63
3136,53,56,53,63,50,57
3137,51,72,75,66,57,82
3138,58,60,58,51,60,53
3139,55,47,49,58,47,53
3140,54,62,61,62,63,39
3141,61,48,68,65,45,64
3142,53,64,56,67,62,43
3143,55,61,55,73,56,67
3144,61,44,51,54,62,60
3145,51,65,52,74,45,50
3146,58,44,48,61,52,54
3147,46,69,47,51,52,44
3148,68,41,50,55,56,43
3149,68,48,53,58,53,40
3150,49,60,55,69,50,41
3151,46,77,68,66,70,75
3152,57,65,50,55,69,39
3153,48,72,62,58,51,72
3154,69,45,64,55,66,43
3155,54,56,72,64,72,40
3156,52,60,45,69,61,44
3157,53,59,52,62,56,51
3158,68,75,68,61,74,75
3159,50,51,64,61,54,60
3160,58,43,48,66,46,50
3161,64,63,47,54,50,41
3162,54,61,49,56,52,50
3163,63,52,58,55,51,50
3164,66,68,68,57,66,44
3165,55,54,50,66,45,48
3166,60,42,60,62,51,58
3167,49,59,51,60,44,45
3168,57,42,54,47,67,46
3169,57,51,59,72,54,60
3170,46,71,55,59,44,63
3171,53,62,60,54,50,62
3172,65,45,52,60,49,43
3173,69,58,52,57,68,41
3174,49,58,52,56,55,59
3175,67,51,44,64,52,42
3176,51,40,54,63,47,63
3177,44,76,53,58,78,80
3178,61,48,69,59,52,61
3179,68,59,59,55,52,41
3180,66,63,54,55,57,49
3181,66,54,60,54,57,62
3182,56,43,47,53,51,61
3183,69,71,74,57,76,77
3184,49,39,43,58,64,43
3185,58,54,53,66,52,43
3186,54,53,48,55,46,47
3187,49,56,61,65,62,64
3188,58,47,52,59,55,43
3189,58,41,49,58,53,48
3190,55,59,53,63,44,51
3191,57,46,50,55,48,44
3192,69,45,60,62,53,61
3193,55,57,47,68,53,39
3194,57,58,64,57,54,65
3195,72,55,56,68,47,45
3196,57,50,69,60,60,65
3197,57,63,49,62,58,50
3198,50,76,51,57,56,42
3199,58,47,51,58,45,48
3200,62,66,51,50,53,43
3201,56,51,53,65,50,45
3202,50,59,56,64,47,51
3203,51,63,49,64,49,50
3204,54,49,51,64,52,50
3205,52,61,56,55,50,64
3206,48,57,56,57,56,45
3207,57,67,64,74,49,56
3208,66,63,56,62,53,53
3209,56,64,46,71,58,39
3210,55,62,58,56,50,59
3211,56,43,72,77,50,56
3212,76,57,67,45,54,66
3213,51,50,49,57,62,67
3214,57,55,62,47,52,64
3215,58,56,68,62,47,71
3216,57,64,55,56,51,46
3217,53,60,53,64,57,54
3218,63,49,50,52,61,46
3219,64,56,46,63,54,56
3220,57,59,49,53,53,57
3221,59,47,48,58,47,46
3222,54,49,55,65,53,47
3223,51,63,72,63,49,48
3224,58,73,53,59,54,57
3225,53,49,52,59,61,51
3226,63,55,63,66,58,54
3227,58,52,54,64,53,57
3228,53,53,48,56,51,62
3229,62,46,57,56,49,48
3230,56,68,49,57,56,54
3231,59,53,55,62,72,42
3232,59,55,59,56,60,56
3233,58,47,45,53,50,44
3234,57,48,48,65,53,55
3235,67,63,51,63,49,64
3236,61,51,50,59,59,45
3237,68,65,66,65,47,80
3238,57,63,54,59,45,74
3239,59,57,53,56,53,59
3240,54,50,53,69,54,64
3241,59,45,55,74,52,42
3242,71,62,52,54,56,41
3243,57,70,50,54,51,47
3244,51,53,65,59,67,62
3245,56,49,51,58,49,52
3246,58,61,49,67,51,57
3247,53,51,44,65,56,42
3248,50,75,50,48,74,41
3249,41,73,60,51,52,57
3250,58,42,54,65,60,57
3251,71,66,64,56,56,60
3252,56,59,54,71,61,42
3253,54,50,51,53,53,43
3254,57,63,53,58,51,46
3255,60,49,60,62,66,62
3256,59,57,52,57,45,44
3257,58,40,53,56,51,59
3258,58,54,52,61,60,49
3259,56,45,46,59,48,44
3260,61,63,52,58,53,56
3261,49,58,58,59,57,62
3262,57,72,55,56,54,57
3263,62,47,62,64,57,50
3264,55,70,66,57,57,61
3265,50,68,68,51,48,56
3266,55,63,48,56,49,46
3267,59,47,59,57,61,44
3268,58,65,62,66,48,55
3269,53,60,55,53,49,78
3270,57,53,56,62,74,53
3271,53,61,54,51,58,44
3272,47,71,50,71,56,51
3273,63,64,59,60,48,65
3274,63,70,65,53,48,46
3275,52,54,54,55,48,58
3276,55,58,54,61,43,58
3277,56,64,49,68,50,53
3278,56,51,46,54,51,44
3279,60,60,50,59,53,41
3280,60,69,73,61,64,60
3281,64,52,53,57,46,47
3282,50,61,65,80,57,64
3283,52,60,69,62,60,63
3284,59,54,50,66,49,43
3285,55,54,47,59,50,50
3286,58,48,52,57,47,49
3287,55,53,58,62,50,51
3288,65,70,59,61,66,52
3289,64,64,57,75,50,54
3290,50,71,55,58,54,59
3291,59,54,51,53,58,47
3292,47,58,69,67,49,76
3293,51,55,55,74,52,60
3294,54,45,63,55,69,50
3295,55,51,60,56,50,44
3296,67,65,51,51,60,49
3297,52,48,50,56,62,61
3298,57,55,43,64,55,51
3299,58,44,51,58,48,49
3300,62,63,42,63,59,41
3301,47,63,62,61,58,52
3302,58,43,45,61,55,48
3303,52,48,54,56,52,47
3304,64,55,70,71,48,57
3305,51,63,50,61,60,58
3306,50,55,49,53,50,43
3307,51,47,54,53,54,58
3308,60,55,52,59,55,45
3309,47,55,51,68,46,37
3310,54,58,53,57,50,56
3311,65,48,69,62,61,64
3312,50,52,60,50,64,60
3313,58,61,43,64,62,42
3314,49,44,55,63,56,61
3315,72,45,71,56,55,60
3316,57,61,49,50,56,42
3317,61,57,55,60,55,40
3318,55,56,44,59,45,62
3319,61,53,56,68,57,39
3320,51,63,50,72,59,46
3321,53,64,45,56,57,38
3322,55,56,50,65,52,41
3323,58,46,57,70,47,44
3324,59,56,52,57,48,63
3325,69,57,55,62,51,44
3326,65,53,49,75,52,38
3327,53,55,60,64,58,42
3328,56,53,60,69,54,51
3329,56,56,54,63,45,48
3330,54,61,46,60,49,47
3331,59,62,47,61,57,48
3332,62,57,61,56,51,60
3333,56,46,53,64,52,65
3334,54,50,49,61,49,59
3335,53,66,48,57,50,41
3336,61,57,59,50,51,59
3337,58,39,44,67,48,49
3338,43,66,46,52,51,62
3339,70,58,65,61,59,44
3340,64,55,72,55,53,64
3341,57,51,71,51,68,73
3342,58,62,51,57,70,52
3343,50,49,58,65,54,44
3344,65,50,66,54,66,45
3345,47,73,57,62,69,58
3346,59,61,53,59,52,42
3347,57,44,51,59,56,42
3348,54,49,60,56,49,51
3349,59,64,53,58,48,58
3350,53,64,54,69,50,53
3351,56,52,56,51,67,43
3352,58,46,53,61,56,59
3353,64,46,45,60,49,40
3354,64,55,55,67,54,60
3355,54,45,61,56,69,61
3356,54,54,52,49,58,64
3357,64,53,54,66,55,58
3358,60,45,47,67,49,43
3359,53,66,65,53,48,66
3360,59,74,59,70,48,64
3361,61,58,53,72,45,42
3362,56,61,71,58,76,39
3363,52,52,54,60,65,41
3364,57,48,53,56,50,57
3365,52,47,64,58,62,43
3366,52,57,53,64,52,54
3367,52,54,60,60,65,48
3368,60,61,67,63,54,62
3369,62,53,50,57,49,49
3370,58,61,58,44,50,44
3371,52,65,58,60,73,48
3372,60,68,69,67,41,63
3373,55,62,52,63,51,53
3374,56,51,44,62,52,46
3375,53,76,44,53,57,43
3376,57,69,60,64,49,61
3377,60,59,50,46,55,52
3378,54,65,51,57,52,54
3379,58,44,50,59,53,43
3380,51,69,49,72,61,52
3381,56,60,60,54,58,45
3382,57,51,56,64,52,58
3383,55,55,61,62,55,67
3384,61,41,58,64,60,64
3385,70,56,65,61,56,61
3386,56,77,53,58,52,47
3387,51,55,60,67,51,47
3388,61,58,48,60,45,43
3389,53,51,56,65,60,59
3390,74,68,66,53,64,61
3391,52,46,59,66,43,61
3392,57,42,60,66,50,58
3393,60,62,58,63,55,58
3394,60,42,48,60,49,42
3395,54,48,53,54,51,57
3396,51,53,55,55,55,60
3397,60,44,54,62,52,43
3398,57,55,51,57,59,61
3399,55,47,52,51,51,54
3400,75,53,79,63,53,76
3401,45,51,53,61,63,56
3402,59,58,62,64,59,53
3403,56,38,54,58,50,61
3404,64,69,51,59,51,47
3405,52,47,50,68,45,46
3406,52,66,68,57,52,60
3407,60,52,46,67,49,44
3408,47,55,55,74,49,57
3409,63,72,57,53,65,56
3410,63,58,68,57,63,60
3411,62,62,55,55,53,49
3412,56,67,56,49,48,52
3413,61,44,50,57,61,41
3414,52,71,54,72,49,39
3415,53,61,63,56,49,56
3416,56,55,67,62,61,62
3417,61,54,48,47,45,44
3418,52,58,59,68,57,67
3419,54,57,52,60,55,52
3420,49,52,57,70,62,43
3421,59,55,53,65,49,55
3422,60,48,51,60,51,46
3423,46,68,48,70,56,40
3424,56,46,52,65,57,61
3425,48,49,50,63,56,59
3426,56,46,56,63,53,46
3427,46,61,72,57,74,76
3428,53,53,50,50,62,62
3429,48,67,60,57,69,61
3430,55,61,57,64,49,48
3431,65,42,52,52,46,48
3432,53,73,65,67,76,44
3433,51,56,69,57,66,60
3434,50,61,68,56,63,72
3435,62,49,56,51,49,47
3436,59,43,56,62,50,59
3437,63,50,59,50,51,50
3438,44,53,56,60,52,58
3439,42,48,46,61,58,60
3440,60,66,55,61,46,58
3441,66,73,63,51,54,58
3442,50,62,52,59,48,39
3443,57,49,50,60,59,43
3444,59,54,47,69,53,44
3445,64,63,56,64,56,42
3446,48,71,52,75,53,41
3447,57,64,48,59,46,45
3448,72,56,68,58,65,59
3449,47,65,54,65,51,55
3450,56,66,60,65,46,57
3451,57,65,49,56,49,45
3452,54,74,54,63,50,53
3453,59,64,48,56,53,62
3454,60,59,60,70,66,36
3455,58,51,51,56,58,41
3456,65,58,75,71,52,62
3457,70,41,52,56,55,60
3458,54,54,54,58,51,53
3459,57,41,52,58,48,42
3460,53,55,54,65,60,51
3461,58,58,66,64,64,41
3462,60,59,61,59,52,43
3463,64,47,50,53,53,51
3464,54,52,48,55,49,47
3465,57,43,48,62,56,40
3466,65,57,72,67,67,52
3467,60,44,53,58,67,61
3468,56,66,53,66,46,58
3469,53,49,52,71,47,60
3470,61,54,60,61,62,59
3471,70,42,56,62,63,51
3472,59,56,62,53,55,58
3473,60,50,47,51,48,63
3474,49,63,48,57,46,47
3475,51,43,56,61,63,43
3476,58,67,50,64,48,43
3477,71,46,57,69,61,43
3478,49,44,56,55,63,45
3479,55,61,56,68,58,56
3480,76,51,60,50,56,56
3481,55,58,46,63,51,57
3482,59,65,53,62,45,66
3483,60,45,75,69,75,44
3484,63,52,70,75,67,59
3485,64,56,51,66,55,42
3486,58,52,58,56,66,42
3487,54,62,56,56,48,62
3488,57,61,57,54,48,44
3489,62,46,46,50,66,45
3490,58,48,54,60,59,47
3491,50,43,51,55,52,45
3492,55,45,49,69,53,44
3493,57,54,58,47,57,60
3494,57,49,47,54,46,49
3495,73,56,67,64,67,45
3496,56,53,63,64,51,63
3497,62,58,63,70,50,57
3498,54,66,60,65,62,56
3499,72,54,45,71,45,47
3500,58,68,71,67,49,59
3501,60,40,50,54,69,56
3502,62,46,55,58,72,50
3503,55,37,50,53,64,46
3504,62,53,69,57,51,62
3505,54,54,55,58,54,41
3506,60,59,51,53,65,40
3507,55,42,50,63,51,59
3508,50,70,61,44,76,41
3509,57,56,47,59,63,42
3510,73,73,74,47,80,79
3511,55,60,64,55,47,61
3512,51,62,54,54,52,63
3513,51,46,73,63,55,64
3514,69,46,50,54,67,44
3515,50,61,54,55,62,43
3516,59,61,51,61,50,47
3517,55,53,57,60,58,57
3518,63,47,53,57,51,46
3519,66,53,74,66,61,50
3520,55,58,53,58,49,61
3521,55,56,59,58,49,65
3522,48,58,64,60,50,57
3523,53,56,60,57,64,46
3524,56,52,55,64,63,42
3525,53,67,52,61,65,44
3526,62,53,59,60,52,63
3527,57,49,48,66,64,46
3528,56,63,55,61,53,61
3529,54,55,68,58,56,59
3530,56,48,52,69,54,57
3531,50,42,53,63,53,46
3532,53,71,51,51,55,42
3533,58,64,59,46,50,62
3534,56,66,48,65,63,39
3535,54,62,52,67,63,55
3536,56,50,57,52,48,60
3537,70,46,49,57,51,44
3538,55,54,51,62,54,58
3539,58,74,55,56,44,60
3540,55,45,46,66,50,46
3541,67,42,52,72,47,58
3542,56,47,67,54,54,62
3543,62,69,63,61,53,55
3544,54,52,69,65,47,67
3545,57,49,51,48,56,61
3546,55,56,56,60,81,41
3547,67,45,59,62,49,61
3548,52,56,68,43,54,59
3549,55,50,50,55,62,57
3550,75,51,41,57,50,43
3551,49,50,57,59,46,65
3552,49,46,50,49,50,55
3553,55,64,58,53,67,60
3554,60,65,66,61,53,58
3555,59,63,53,61,66,62
3556,60,59,43,62,49,44
3557,60,50,56,61,50,49
3558,46,55,55,77,62,48
3559,55,46,50,51,67,44
3560,64,61,49,58,51,44
3561,53,58,63,49,55,60
3562,70,59,70,61,57,62
3563,54,52,53,65,55,64
3564,59,71,51,51,44,40
3565,51,45,46,63,62,53
3566,59,60,48,68,44,43
3567,67,47,71,60,57,60
3568,57,70,62,56,64,40
3569,64,58,55,63,53,48
3570,58,51,54,70,45,51
3571,52,46,46,52,53,46
3572,56,73,51,51,60,40
3573,60,55,61,57,50,49
3574,59,65,59,62,61,44
3575,58,42,55,54,48,59
3576,60,51,59,69,60,46
3577,57,57,52,58,54,40
3578,54,45,49,58,52,55
3579,60,45,52,75,45,47
3580,58,49,52,64,58,65
3581,62,61,60,66,50,61
3582,56,65,51,58,44,59
3583,62,41,65,72,52,66
3584,56,48,63,53,53,61
3585,57,56,49,61,51,53
3586,56,53,58,56,57,76
3587,58,56,54,57,48,43
3588,54,68,65,57,60,61
3589,55,64,56,62,48,45
3590,56,49,59,70,50,59
3591,59,57,53,64,55,56
3592,63,54,55,57,51,63
3593,60,52,49,69,44,44
3594,52,60,59,66,54,60
3595,65,51,46,56,58,43
3596,72,56,49,59,49,42
3597,57,54,58,45,58,47
3598,58,54,54,55,46,51
3599,57,42,86,57,65,68
3600,50,60,53,48,46,51
3601,59,46,55,60,47,46
3602,64,65,54,59,45,58
3603,58,79,48,56,48,48
3604,57,58,51,56,59,48
3605,60,61,58,60,46,49
3606,60,60,49,60,61,45
3607,62,41,48,60,48,51
3608,57,62,65,61,60,65
3609,69,54,53,65,57,54
3610,57,44,50,53,58,56
3611,61,52,45,60,50,45
3612,68,61,58,58,56,59
3613,63,56,45,59,53,46
3614,56,72,67,59,51,65
3615,55,39,63,71,53,56
3616,61,67,60,53,49,59
3617,59,46,53,63,47,52
3618,60,67,61,63,56,54
3619,58,47,55,62,53,41
3620,54,50,58,63,64,49
3621,66,51,51,60,48,58
3622,47,61,48,52,60,47
3623,57,57,51,64,44,61
3624,59,70,52,62,48,58
3625,63,67,64,80,64,58
3626,49,62,51,57,65,47
3627,52,43,55,55,46,42
3628,58,58,52,57,63,44
3629,53,62,70,51,58,59
3630,69,65,67,63,50,58
3631,54,57,49,69,54,37
3632,50,56,49,70,47,45
3633,54,55,71,58,53,61
3634,54,50,48,61,49,57
3635,55,50,68,60,56,58
3636,58,48,44,57,54,51
3637,57,56,62,65,58,54
3638,59,47,52,65,50,47
3639,56,48,48,60,45,50
3640,62,52,67,61,55,64
3641,56,46,44,61,54,51
3642,52,52,56,67,64,56
3643,41,75,83,47,80,83
3644,54,49,46,65,65,44
3645,60,54,47,51,64,51
3646,56,65,56,46,54,43
3647,59,65,56,50,56,61
3648,56,63,49,58,45,44
3649,53,75,67,65,57,57
3650,44,73,67,75,78,79
3651,53,44,52,63,63,60
3652,53,53,66,55,76,38
3653,55,67,48,61,53,55
3654,60,48,53,63,48,38
3655,60,41,47,55,50,58
3656,57,46,52,50,59,53
3657,53,68,51,73,65,40
3658,55,58,61,63,52,55
3659,59,57,53,57,45,47
3660,65,57,66,58,65,59
3661,58,45,49,56,53,45
3662,53,59,57,67,51,60
3663,62,55,50,50,49,42
3664,54,48,80,63,66,61
3665,52,64,55,67,56,46
3666,64,48,54,56,53,56
3667,49,55,53,57,48,61
3668,52,51,50,65,51,48
3669,66,47,56,52,56,42
3670,67,52,51,48,47,39
3671,47,64,49,58,54,41
3672,65,41,46,68,49,39
3673,55,50,54,64,49,62
3674,57,55,51,59,49,58
3675,54,57,53,59,51,61
3676,55,59,53,57,48,57
3677,55,70,68,53,63,59
3678,53,50,52,58,47,49
3679,59,56,64,67,50,60
3680,56,63,46,54,57,45
3681,69,49,50,60,54,46
3682,57,68,64,57,59,60
3683,53,58,59,61,65,64
3684,52,61,50,57,53,44
3685,57,66,49,53,58,63
3686,60,50,50,49,53,49
3687,52,56,46,64,56,47
3688,59,52,68,65,66,48
3689,52,55,50,65,43,46
3690,56,55,52,44,51,62
3691,51,61,60,59,76,47
3692,54,58,49,57,46,42
3693,58,51,45,57,52,56
3694,46,70,72,70,76,78
3695,69,42,55,57,69,38
3696,60,51,60,53,50,56
3697,53,47,52,52,52,47
3698,59,63,49,48,53,56
3699,64,61,58,67,60,41
3700,62,61,68,73,49,51
3701,56,51,53,50,60,73
3702,53,54,57,66,46,62
3703,43,68,74,66,70,59
3704,55,52,52,63,58,66
3705,60,48,67,59,63,64
3706,56,43,57,65,59,47
3707,64,51,67,59,52,64
3708,51,59,73,67,53,38
3709,58,59,50,60,53,38
3710,81,52,66,56,44,55
3711,57,56,44,56,54,43
3712,55,55,61,68,56,51
3713,57,48,55,58,50,57
3714,56,63,51,57,50,45
3715,58,64,51,70,45,44
3716,62,54,59,55,47,38
3717,56,43,47,54,50,45
3718,65,53,49,58,51,45
3719,53,58,58,57,56,61
3720,55,51,50,63,60,42
3721,60,44,59,68,50,56
3722,62,43,52,52,51,43
3723,68,69,71,55,67,42
3724,48,57,59,59,50,64
3725,64,53,55,58,52,49
3726,51,46,48,65,56,42
3727,51,54,61,66,63,62
3728,61,49,53,50,58,57
3729,73,45,57,54,64,46
3730,60,48,44,50,47,41
3731,57,44,47,53,57,42
3732,59,41,69,62,45,58
3733,65,63,58,59,50,46
3734,50,56,71,53,76,61
3735,59,58,66,57,49,58
3736,55,50,47,67,47,60
3737,50,59,47,59,48,53
3738,70,46,55,67,58,61
3739,51,45,54,62,47,43
3740,59,66,58,57,51,47
3741,71,53,50,63,48,45
3742,76,55,52,57,52,38
3743,56,44,53,58,57,43
3744,51,63,50,62,47,42
3745,63,43,52,63,61,58
3746,55,64,51,50,51,41
3747,52,69,56,67,43,52
3748,55,46,51,54,46,43
3749,61,45,53,57,48,50
3750,64,63,57,66,51,40
3751,55,52,47,59,49,50
3752,49,47,50,69,59,42
3753,55,54,60,54,61,69
3754,56,47,50,55,51,38
3755,74,74,49,48,45,54
3756,61,51,51,60,68,61
3757,57,50,55,59,48,51
3758,56,54,51,68,55,51
3759,59,58,46,55,61,43
3760,51,55,50,57,52,64
3761,61,49,65,59,64,53
3762,57,50,52,61,47,45
3763,56,61,54,52,49,53
3764,51,63,70,60,56,61
3765,50,59,60,77,45,48
3766,45,56,59,70,48,56
3767,63,54,49,56,50,44
3768,63,59,61,65,62,57
3769,58,55,52,71,52,59
3770,55,48,59,64,50,54
3771,62,46,66,63,60,57
3772,51,45,53,54,60,44
3773,59,49,57,69,50,68
3774,42,43,54,68,48,53
3775,65,49,45,62,57,44
3776,55,52,66,63,50,59
3777,58,46,56,68,70,58
3778,56,56,70,64,59,58
3779,61,60,52,60,45,60
3780,71,44,57,61,50,57
3781,48,44,58,66,53,62
3782,60,62,66,62,65,59
3783,59,55,61,63,50,60
3784,56,42,54,67,51,44
3785,53,59,54,62,49,57
3786,56,64,52,71,49,59
3787,51,43,51,51,52,65
3788,66,41,53,55,68,40
3789,58,45,58,60,52,48
3790,54,64,73,63,58,80
3791,55,69,56,61,64,44
3792,56,60,67,59,76,44
3793,51,45,51,59,55,51
3794,72,56,45,55,56,52
3795,59,64,67,48,61,58
3796,65,57,64,45,61,60
3797,57,45,58,77,50,50
3798,56,56,44,68,46,54
3799,59,60,56,48,53,57
3800,46,46,59,56,74,39
3801,63,55,67,63,58,56
3802,56,58,63,48,50,46
3803,61,67,54,52,45,44
3804,52,44,49,59,50,52
3805,50,52,57,51,47,69
3806,72,54,52,53,58,47
3807,59,54,48,54,44,60
3808,62,53,60,62,58,58
3809,53,54,57,56,49,47
3810,64,54,52,65,50,58
3811,47,45,57,64,56,65
3812,64,40,54,65,56,42
3813,51,71,57,54,64,46
3814,60,55,72,67,44,76
3815,59,45,48,53,48,46
3816,55,59,60,71,58,54
3817,59,43,50,64,45,60
3818,54,66,49,64,48,60
3819,55,69,49,63,47,48
3820,59,59,50,65,47,42
3821,55,56,54,55,59,44
3822,57,56,54,54,46,62
3823,66,60,56,58,58,52
3824,54,66,48,61,43,44
3825,60,55,54,66,46,51
3826,58,50,52,66,47,61
3827,52,50,62,68,63,63
3828,52,43,68,57,50,61
3829,58,53,52,75,47,43
3830,53,66,63,62,49,63
3831,49,57,52,63,48,58
3832,55,51,45,66,45,57
3833,55,61,60,55,46,67
3834,59,57,52,52,50,44
3835,48,64,51,51,62,40
3836,57,77,57,53,50,44
3837,50,52,46,71,47,48
3838,53,50,46,65,54,43
3839,56,66,59,63,51,47
3840,58,62,53,54,45,46
3841,56,61,55,63,69,46
3842,59,49,66,59,76,48
3843,62,60,53,66,54,51
3844,54,45,48,57,63,40
3845,56,55,54,56,47,58
3846,68,63,51,71,48,49
3847,59,56,62,51,58,51
3848,47,56,52,63,49,43
3849,62,55,66,64,75,59
3850,46,67,55,66,51,46
3851,57,41,67,63,76,44
3852,47,53,50,56,47,40
3853,54,49,54,55,61,43
3854,54,42,51,62,56,61
3855,56,68,51,56,63,52
3856,65,59,52,53,47,46
3857,60,59,64,55,58,57
3858,50,62,60,57,43,50
3859,55,50,49,55,58,49
3860,54,63,56,55,49,56
3861,49,55,47,67,53,59
3862,59,61,60,67,57,63
3863,50,59,68,49,62,65
3864,58,63,45,57,61,46
3865,66,47,50,67,42,45
3866,66,40,67,62,62,50
3867,66,42,56,66,47,61
3868,61,54,60,58,50,60
3869,52,57,51,60,72,39
3870,67,48,47,67,45,58
3871,67,65,67,61,49,56
3872,56,47,52,54,57,43
3873,70,40,51,59,51,51
3874,53,63,51,66,55,55
3875,49,51,51,58,52,52
3876,55,58,55,51,63,52
3877,67,55,51,49,57,42
3878,50,49,51,63,57,40
3879,56,56,68,70,46,71
3880,46,59,50,70,61,51
3881,53,62,44,55,56,44
3882,46,67,52,77,45,58
3883,60,62,63,56,71,60
3884,60,52,55,67,68,62
3885,58,51,49,56,49,41
3886,52,56,44,54,68,45
3887,54,72,56,70,59,42
3888,48,54,56,62,49,48
3889,51,53,67,61,51,59
3890,58,43,49,52,66,62
3891,59,43,51,57,43,47
3892,62,57,64,61,55,47
3893,58,57,52,66,61,59
3894,56,54,49,64,48,42
3895,54,63,71,70,53,60
3896,56,60,51,54,56,39
3897,58,59,58,69,49,54
3898,61,52,60,67,51,46
3899,58,43,52,61,55,56
3900,51,59,47,61,58,43
3901,60,52,70,66,59,46
3902,53,59,56,55,51,76
3903,63,59,62,64,47,58
3904,61,43,45,59,48,49
3905,59,41,57,73,70,57
3906,48,57,48,51,50,53
3907,59,55,68,64,47,62
3908,57,64,51,55,54,41
3909,70,46,61,63,61,46
3910,71,52,58,51,60,59
3911,55,60,68,58,61,68
3912,54,51,54,59,53,59
3913,52,76,45,58,50,43
3914,46,62,66,62,61,58
3915,59,42,53,59,43,44
3916,55,54,51,56,51,41
3917,58,55,51,66,52,46
3918,56,49,64,56,56,55
3919,59,60,55,65,67,41
3920,53,68,59,70,61,43
3921,42,79,60,55,75,79
3922,61,45,50,62,50,43
3923,62,45,49,61,56,59
3924,59,50,57,60,50,62
3925,51,57,51,63,51,59
3926,62,56,50,69,45,65
3927,54,47,51,46,51,44
3928,57,61,49,64,55,50
3929,66,59,45,61,51,44
3930,48,63,50,51,65,41
3931,56,48,52,58,47,42
3932,54,48,50,70,53,63
3933,53,53,51,69,60,48
3934,50,74,70,57,73,75
3935,51,44,78,63,58,46
3936,56,43,57,60,56,45
3937,58,44,45,63,45,58
3938,50,59,68,75,58,59
3939,54,44,56,63,67,40
3940,53,66,68,69,57,45
3941,53,57,50,52,69,39
3942,55,46,65,53,57,58
3943,70,63,65,57,69,58
3944,51,48,78,76,61,63
3945,59,56,60,72,56,61
3946,52,64,54,69,49,61
3947,61,63,51,50,59,56
3948,63,47,47,56,53,43
3949,59,54,51,62,50,47
3950,66,54,52,58,53,51
3951,54,56,47,60,45,45
3952,54,44,52,53,48,58
3953,46,73,62,53,83,77
3954,57,55,46,53,63,40
3955,55,61,63,59,47,57
3956,61,58,61,66,47,54
3957,63,55,56,53,48,43
3958,54,64,46,60,53,51
3959,50,65,60,44,63,43
3960,56,62,59,65,52,46
3961,63,62,43,50,52,45
3962,67,51,49,65,62,53
3963,79,59,80,64,52,43
3964,43,60,61,59,47,46
3965,57,56,72,66,57,52
3966,51,49,58,55,62,57
3967,58,56,56,64,47,54
3968,53,58,47,57,51,47
3969,53,55,53,64,51,40
3970,57,40,54,53,52,45
3971,54,68,66,56,48,64
3972,50,62,48,72,53,55
3973,56,52,59,68,48,47
3974,54,44,48,56,53,56
3975,49,60,57,62,59,52
3976,56,42,52,50,66,41
3977,60,69,55,68,44,60
3978,58,54,45,60,47,42
3979,55,47,47,63,51,47
3980,51,44,46,53,46,55
3981,52,62,58,60,64,43
3982,57,56,52,66,49,55
3983,68,45,51,64,54,45
3984,74,72,71,50,79,82
3985,70,58,60,58,60,51
3986,59,65,49,55,49,43
3987,53,58,58,63,53,62
3988,58,54,65,61,72,51
3989,51,51,63,55,59,58
3990,57,63,60,59,66,43
3991,59,55,57,61,61,57
3992,58,56,49,62,52,46
3993,49,61,56,61,46,39
3994,53,60,61,59,74,41
3995,67,67,69,65,53,56
3996,58,53,59,61,71,44
3997,68,54,47,45,56,46
3998,68,80,72,46,80,75
3999,56,49,58,59,52,54
4000,51,76,57,60,49,48
4001,61,56,54,58,48,57
4002,55,57,46,59,54,49
4003,53,49,62,68,53,61
4004,50,60,59,60,56,55
4005,54,55,51,61,56,47
4006,62,44,53,61,59,48
4007,57,49,48,74,52,40
4008,55,70,52,57,62,56
4009,56,52,46,58,59,43
4010,52,58,59,66,70,46
4011,62,49,50,60,49,53
4012,60,65,66,59,54,60
4013,58,62,45,60,54,46
4014,57,55,49,58,52,50
4015,53,48,54,56,52,50
4016,54,64,63,63,60,61
4017,56,56,51,68,48,60
